price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15,year_sold,month_sold
530000.0,5.0,2.0,1810.0,4850.0,1.5,No,No,3,7,1810,0,1900,0,98107,47.67,-122.394,1360,4850,2015,3
650000.0,4.0,3.0,2950.0,5000.0,2.0,No,,3,9,1980,970,1979,0,98126,47.5714,-122.375,2140,4000,2015,1
395000.0,3.0,2.0,1890.0,14040.0,2.0,No,No,3,7,1890,0,1994,0,98019,47.7277,-121.962,1890,14018,2014,7
485000.0,4.0,1.0,1600.0,4300.0,1.5,No,No,4,7,1600,0,1916,0,98103,47.6648,-122.343,1610,4300,2014,5
230000.0,3.0,1.0,1250.0,9774.0,1.0,No,No,4,7,1250,0,1969,0,98003,47.3343,-122.306,1280,8850,2015,4
385000.0,4.0,1.75,1620.0,4980.0,1.0,No,No,4,7,860,760,1947,0,98133,47.7025,-122.341,1400,4980,2014,5
2000000.0,3.0,2.75,3050.0,44867.0,1.0,No,,3,9,2330,720,1968,0,98040,47.5316,-122.233,4110,20336,2014,8
285000.0,5.0,2.5,2270.0,6300.0,2.0,No,No,3,8,2270,0,1995,0,98092,47.3266,-122.169,2240,7005,2014,7
329000.0,3.0,2.25,2450.0,6500.0,2.0,No,No,4,8,2450,0,1985,0,98030,47.3739,-122.172,2200,6865,2014,11
233000.0,3.0,2.0,1710.0,4697.0,1.5,No,No,5,6,1710,0,1941,0,98002,47.3048,-122.218,1030,4705,2014,11
937000.0,3.0,2.25,2450.0,2691.0,2.0,No,No,3,8,1750,700,1915,0,98119,47.6386,-122.36,1760,3573,2014,6
667000.0,3.0,1.0,1400.0,1581.0,1.5,No,No,5,8,1400,0,1909,0,98112,47.6221,-122.314,1860,3861,2014,12
438000.0,3.0,1.75,1520.0,6380.0,1.0,No,No,3,7,790,730,1948,0,98115,47.695,-122.304,1520,6235,2014,6
719000.0,4.0,2.5,2570.0,7173.0,2.0,No,No,3,8,2570,0,2005,0,98052,47.7073,-122.11,2630,6026,2015,3
580500.0,3.0,2.5,2320.0,3980.0,2.0,No,No,3,8,2320,0,2003,0,98027,47.5391,-122.07,2580,3980,2014,11
535000.0,3.0,1.0,1090.0,3000.0,1.5,No,No,4,8,1090,0,1929,0,98117,47.6889,-122.375,1570,5080,2014,11
322500.0,4.0,2.75,2060.0,6659.0,1.0,No,No,3,7,1280,780,1981,0,98058,47.4276,-122.157,2020,8720,2014,12
696000.0,3.0,2.5,2300.0,3060.0,1.5,No,No,3,8,1510,790,1930,2002,98115,47.6827,-122.31,1590,3264,2014,6
550000.0,4.0,1.0,1660.0,34848.0,1.0,No,No,1,5,930,730,1933,0,98052,47.6621,-122.132,2160,11467,2014,5
640000.0,4.0,2.0,1920.0,6000.0,2.0,No,No,4,8,2360,0,1904,0,98107,47.6702,-122.362,1730,4700,2014,12
240000.0,4.0,1.0,1920.0,8075.0,1.0,No,No,2,7,890,330,1969,0,98001,47.3341,-122.282,1290,7800,2015,2
605000.0,4.0,2.5,2620.0,7553.0,2.0,No,No,3,8,2620,0,1996,0,98056,47.5301,-122.18,2620,11884,2014,6
625000.0,4.0,2.5,2570.0,5520.0,2.0,No,No,3,9,2570,0,2000,0,98074,47.6145,-122.027,2470,5669,2014,7
775000.0,4.0,2.25,4220.0,24186.0,1.0,No,No,3,8,2600,1620,1984,0,98166,47.445,-122.347,2410,30617,2014,8
861990.0,5.0,2.75,3595.0,5639.0,2.0,No,No,3,9,3595,0,2014,0,98053,47.6848,-122.016,3625,5639,2014,7
685000.0,3.0,1.0,1570.0,2280.0,2.0,No,No,3,7,1570,0,1922,0,98119,47.6413,-122.364,1580,2640,2014,10
309000.0,3.0,1.0,1280.0,9656.0,1.0,No,No,4,6,920,360,1959,0,98058,47.4485,-122.175,1340,8808,2014,7
488000.0,3.0,2.5,3160.0,13603.0,2.0,No,No,3,8,3160,0,2003,0,98019,47.7443,-121.977,3050,9232,2014,7
785000.0,4.0,2.5,2290.0,13416.0,2.0,No,No,4,9,2290,0,1981,0,98007,47.6194,-122.151,2680,13685,2014,7
450000.0,3.0,1.75,1250.0,5963.0,1.0,No,No,4,7,1250,0,1953,0,98115,47.6796,-122.301,970,5100,2015,4
1350000.0,3.0,2.5,2753.0,65005.0,1.0,Yes,,5,9,2165,588,1953,0,98070,47.4041,-122.451,2680,72513,2015,3
228000.0,3.0,1.0,1190.0,9199.0,1.0,No,No,3,7,1190,0,1955,0,98148,47.4258,-122.322,1190,9364,2014,9
345000.0,5.0,2.5,3150.0,9134.0,1.0,No,No,4,8,1640,1510,1966,0,98056,47.4934,-122.189,1990,9133,2015,2
600000.0,3.0,1.75,1410.0,4080.0,1.0,No,No,4,7,1000,410,1950,0,98117,47.6808,-122.384,1410,4080,2014,12
585000.0,2.0,1.75,1980.0,8550.0,1.0,No,No,3,7,990,990,1981,0,98117,47.6989,-122.369,1480,6738,2015,2
885000.0,4.0,2.5,2830.0,5000.0,2.0,No,No,3,9,2830,0,1995,0,98105,47.6597,-122.29,1950,5000,2014,5
292500.0,4.0,2.5,2250.0,4495.0,2.0,No,No,3,7,2250,0,2008,0,98042,47.3663,-122.114,2250,4500,2014,8
301000.0,3.0,2.5,2420.0,4750.0,2.0,No,No,3,8,2420,0,2003,0,98042,47.3663,-122.122,2690,4750,2015,4
951000.0,5.0,3.25,3250.0,14342.0,2.0,No,,4,8,3250,0,1968,0,98008,47.588,-122.116,2960,11044,2014,8
430000.0,4.0,3.0,1920.0,9976.0,2.0,No,No,3,8,1850,0,1991,0,98059,47.5059,-122.149,2270,8542,2015,2
650000.0,3.0,2.25,2150.0,21235.0,1.0,No,,4,8,1590,560,1959,0,98166,47.4336,-122.339,2570,18900,2014,12
505000.0,3.0,1.75,2519.0,8690.0,2.0,No,No,5,8,2519,0,1973,0,98166,47.4428,-122.344,2500,9500,2014,10
549000.0,3.0,1.75,1540.0,1044.0,3.0,No,No,3,8,1540,0,2014,0,98115,47.6765,-122.32,1580,3090,2014,12
425000.0,3.0,2.25,1660.0,6000.0,1.0,No,No,3,7,1110,550,1979,0,98122,47.6113,-122.297,1440,4080,2014,6
317625.0,3.0,2.75,2770.0,3809.0,1.5,No,No,5,7,1770,1000,1925,0,98144,47.5747,-122.304,1440,4000,2014,11
975000.0,4.0,2.5,2720.0,11049.0,2.0,No,No,3,10,2720,0,1989,0,98004,47.5815,-122.192,2750,11049,2014,9
287000.0,4.0,2.5,2240.0,4648.0,2.0,No,No,3,7,2240,0,2005,0,98001,47.3378,-122.257,2221,4557,2014,10
204000.0,3.0,1.0,1000.0,12070.0,1.0,No,No,4,7,1000,0,1968,0,98042,47.3621,-122.11,1010,12635,2014,8
1325000.0,5.0,2.25,3200.0,7620.0,1.0,No,No,3,8,1600,1600,1965,0,98004,47.6303,-122.215,3390,20158,2014,6
1040000.0,5.0,3.25,4770.0,50094.0,1.0,No,No,4,11,3070,1700,1973,0,98005,47.6525,-122.16,3530,38917,2014,9
325000.0,3.0,2.0,1260.0,5612.0,1.0,No,No,4,7,1260,0,1972,0,98034,47.7362,-122.179,1640,4745,2015,1
571000.0,4.0,2.0,2750.0,7807.0,1.5,No,No,5,7,2250,500,1916,0,98125,47.7168,-122.287,1510,7807,2014,6
360000.0,4.0,2.5,2380.0,5000.0,2.0,No,No,3,8,2380,0,2005,0,98038,47.3608,-122.036,2420,5000,2014,7
349000.0,3.0,1.75,1790.0,50529.0,1.0,No,No,5,7,1090,700,1965,0,98042,47.3511,-122.073,1940,50529,2015,3
832500.0,4.0,4.0,3430.0,35102.0,2.0,No,No,4,10,2390,1040,1986,0,98075,47.5822,-121.987,3240,35020,2014,11
380000.0,4.0,1.75,1760.0,7300.0,1.0,No,No,3,7,880,880,1956,0,98008,47.6034,-122.125,1680,7500,2014,10
480000.0,3.0,1.0,1040.0,5060.0,1.0,No,No,3,7,1040,0,1941,0,98116,47.5636,-122.394,890,5060,2015,4
410000.0,3.0,1.0,1410.0,5060.0,1.0,No,No,4,7,910,500,1956,0,98133,47.7073,-122.34,1130,5693,2014,6
720000.0,4.0,2.5,3450.0,39683.0,2.0,No,No,3,10,3450,0,2002,0,98010,47.342,-122.025,3350,39750,2015,3
390000.0,3.0,2.5,2350.0,5100.0,2.0,No,No,3,8,2350,0,2003,0,98038,47.3512,-122.008,2350,5363,2014,12
360000.0,4.0,2.5,1900.0,5889.0,2.0,No,No,3,7,1900,0,1992,0,98038,47.349,-122.031,1870,6405,2014,12
355000.0,2.0,1.0,2020.0,6720.0,1.0,No,No,3,7,1010,1010,1948,0,98118,47.5474,-122.291,1720,6720,2014,10
356000.0,3.0,1.5,1680.0,8712.0,1.0,No,No,3,8,1680,0,1964,0,98059,47.4811,-122.149,1850,8797,2015,1
315000.0,3.0,1.0,960.0,6634.0,1.0,No,No,3,6,960,0,1952,0,98125,47.7264,-122.31,1570,7203,2014,6
940000.0,3.0,1.5,2140.0,3600.0,2.0,No,No,3,9,1900,240,1925,0,98119,47.6337,-122.365,2020,4800,2014,11
305000.0,5.0,2.25,2660.0,8400.0,1.5,No,No,5,7,2660,0,1961,0,98092,47.2909,-122.189,1590,8165,2014,11
461000.0,3.0,3.25,2770.0,6278.0,2.0,No,No,3,9,1980,790,2006,0,98056,47.5228,-122.199,1900,7349,2014,6
215000.0,2.0,2.25,1920.0,2040.0,2.0,No,No,4,7,1610,0,1979,0,98056,47.518,-122.194,1950,2025,2014,5
335000.0,2.0,1.75,1030.0,1066.0,2.0,No,No,3,7,765,265,2006,0,98136,47.5394,-122.387,1030,1106,2014,9
243500.0,4.0,2.5,1980.0,7403.0,2.0,No,No,3,7,1980,0,1988,0,98023,47.2897,-122.372,1980,7510,2014,5
1099880.0,5.0,2.75,3520.0,6353.0,2.0,No,No,4,10,3520,0,2001,0,98199,47.6506,-122.391,2520,6250,2015,3
153000.0,3.0,1.0,1200.0,10500.0,1.0,No,No,3,7,1200,0,1962,0,98023,47.322,-122.351,1350,10500,2015,2
430000.0,3.0,1.5,1580.0,5000.0,1.0,No,No,3,8,1290,290,1939,0,98117,47.687,-122.386,1570,4500,2014,7
700000.0,3.0,1.5,1580.0,5000.0,1.0,No,No,3,8,1290,290,1939,0,98117,47.687,-122.386,1570,4500,2014,12
905000.0,4.0,2.5,3300.0,7620.0,1.0,No,No,3,7,2390,910,1946,1991,98040,47.5873,-122.249,1950,6045,2014,9
247500.0,3.0,1.75,1960.0,15681.0,1.0,No,No,3,7,1960,0,1967,0,98032,47.3576,-122.277,1750,15616,2015,3
199000.0,4.0,1.5,1160.0,6400.0,1.0,No,No,4,7,1160,0,1975,0,98023,47.3036,-122.378,1160,6400,2014,9
314000.0,3.0,1.75,1810.0,41800.0,1.0,No,No,5,7,1210,600,1980,0,98038,47.4109,-121.958,1650,135036,2014,7
437500.0,3.0,2.5,2320.0,36847.0,2.0,No,,3,9,2320,0,1992,0,98045,47.4838,-121.714,2550,35065,2014,5
850830.0,3.0,2.5,2070.0,13241.0,1.5,No,No,5,9,1270,800,1910,0,98102,47.6415,-122.315,2200,4500,2014,6
555000.0,3.0,2.0,1980.0,3478.0,1.5,No,No,4,7,1440,540,1929,0,98117,47.6775,-122.372,1610,3478,2014,10
699950.0,3.0,2.25,2190.0,7620.0,2.0,No,No,4,8,2190,0,1983,0,98077,47.7731,-122.08,2570,47777,2014,12
1088000.0,3.0,2.5,2920.0,8113.0,2.0,No,No,3,8,2920,0,1950,2010,98004,47.5814,-122.196,2370,8113,2014,10
290000.0,3.0,1.0,1210.0,33919.0,1.0,No,No,3,7,1210,0,1954,0,98058,47.4375,-122.184,1640,14910,2014,9
375000.0,3.0,2.25,2340.0,10005.0,1.0,No,No,4,8,1460,880,1978,0,98058,47.4431,-122.133,2250,8162,2015,4
460000.0,3.0,1.0,1920.0,4005.0,1.5,No,No,4,7,1170,500,1939,0,98117,47.6878,-122.38,1240,4005,2014,5
188500.0,2.0,1.75,1240.0,2493.0,1.0,No,No,4,8,1240,0,1985,0,98198,47.3813,-122.322,1270,4966,2014,7
680000.0,4.0,2.5,3140.0,28037.0,2.0,No,No,4,10,3140,0,1991,0,98077,47.7304,-122.082,2990,35001,2015,3
470000.0,5.0,1.75,2030.0,12342.0,2.0,No,No,4,7,2030,0,1942,0,98052,47.6417,-122.109,2500,9433,2014,8
570000.0,3.0,1.75,1260.0,7620.0,1.0,No,No,5,6,700,560,1905,0,98103,47.6823,-122.349,1380,3536,2015,3
272500.0,3.0,1.75,1540.0,12600.0,1.0,No,No,4,7,1160,380,1980,0,98038,47.3624,-122.031,1540,11656,2014,9
329950.0,3.0,1.75,2080.0,5969.0,1.0,No,,3,7,1080,1000,1971,0,98108,47.5474,-122.295,2090,5500,2014,11
480000.0,4.0,2.5,3230.0,16171.0,2.0,No,,3,9,2520,710,2001,0,98001,47.3183,-122.253,2640,8517,2014,10
740500.0,3.0,3.5,4380.0,6350.0,2.0,No,No,3,8,2780,1600,1900,1999,98117,47.6981,-122.368,1830,6350,2014,11
518500.0,3.0,3.5,1920.0,1102.0,3.0,No,No,3,8,1590,0,2010,0,98103,47.6824,-122.347,1620,3166,2014,6
205425.0,2.0,1.0,880.0,6780.0,1.0,No,No,4,6,880,0,1945,0,98178,47.5009,-122.248,1190,6780,2014,6
171800.0,4.0,2.0,1570.0,9600.0,1.0,No,No,3,6,1570,0,1950,0,98168,47.4965,-122.303,1880,9000,2015,1
535000.0,4.0,1.0,1610.0,2982.0,1.5,No,No,4,7,1610,0,1925,0,98144,47.587,-122.294,1610,4040,2015,5
660000.0,3.0,2.5,2400.0,6474.0,1.0,No,,3,8,1560,840,1964,0,98177,47.7728,-122.386,2340,10856,2015,1
391500.0,3.0,2.0,1450.0,7620.0,1.0,No,No,3,7,1450,0,1987,0,98034,47.7288,-122.226,1580,9104,2014,11
395000.0,2.0,1.0,770.0,6000.0,1.0,No,No,3,6,770,0,1953,0,98117,47.6999,-122.364,1710,6000,2015,4
445000.0,4.0,1.75,2100.0,4400.0,1.5,No,No,5,7,1720,380,1924,0,98118,47.5299,-122.266,1850,4400,2014,11
770000.0,3.0,2.25,2910.0,10204.0,2.0,No,No,3,9,2910,0,1990,0,98052,47.6897,-122.098,2700,13992,2014,6
1450000.0,4.0,2.75,2750.0,17789.0,1.5,No,No,3,8,1980,770,1914,1992,98004,47.6141,-122.212,3060,11275,2015,3
445000.0,3.0,2.25,2100.0,8201.0,1.0,No,,3,8,1620,480,1967,0,98178,47.5091,-122.244,2660,8712,2014,7
260000.0,4.0,2.25,2160.0,8811.0,1.0,No,No,3,8,1360,800,1978,0,98023,47.3129,-122.39,2090,8400,2014,7
822500.0,5.0,3.5,2320.0,4960.0,2.0,No,No,5,7,1720,600,1926,0,98103,47.6763,-122.352,1700,4960,2014,6
430000.0,4.0,2.5,2070.0,4310.0,2.0,No,No,3,7,2070,0,2004,0,98065,47.5319,-121.85,1970,3748,2015,4
660500.0,4.0,2.25,2010.0,9603.0,1.0,No,No,3,8,1440,570,1986,0,98027,47.5343,-122.054,2060,9793,2015,4
784000.0,3.0,3.5,3950.0,7620.0,1.5,No,No,3,9,2460,1490,1989,0,98052,47.697,-122.072,2480,88500,2014,6
453246.0,3.0,2.5,2010.0,2287.0,2.0,No,No,3,8,1390,620,2014,0,98029,47.5517,-121.998,1690,1662,2014,5
675000.0,4.0,3.5,2140.0,2278.0,3.0,No,No,3,9,2140,0,2005,0,98107,47.6734,-122.38,1540,2285,2015,1
199000.0,3.0,1.75,1320.0,17390.0,1.0,No,No,4,7,1320,0,1956,0,98003,47.3257,-122.296,1550,19265,2014,8
220000.0,4.0,1.75,1920.0,7840.0,1.0,No,No,3,7,1010,1010,1968,0,98003,47.3309,-122.299,1750,8140,2014,8
452000.0,4.0,2.25,2590.0,10002.0,1.0,No,No,4,8,1340,1250,1968,0,98028,47.7689,-122.266,1550,10436,2014,5
382500.0,2.0,1.0,1190.0,4440.0,1.0,No,No,3,6,1190,0,1981,0,98125,47.7135,-122.287,1060,5715,2014,7
519950.0,3.0,2.25,1170.0,1249.0,3.0,No,No,3,8,1170,0,2014,0,98107,47.6722,-122.381,1350,1310,2014,5
665000.0,2.0,1.0,1110.0,3200.0,1.0,No,No,3,7,1110,0,1925,0,98119,47.6338,-122.358,1170,3600,2014,6
527700.0,5.0,2.5,2820.0,9375.0,1.0,No,No,4,8,1550,1270,1968,0,98006,47.5707,-122.128,2820,9375,2014,7
205000.0,3.0,1.0,1610.0,8579.0,1.0,No,No,4,7,1010,600,1962,0,98058,47.4563,-122.171,1610,8579,2015,5
420000.0,3.0,1.0,1920.0,7620.0,1.0,No,No,4,7,940,120,1923,0,98133,47.7144,-122.351,1560,7940,2015,4
500000.0,4.0,2.25,2030.0,8517.0,1.0,No,No,4,8,1380,650,1961,0,98006,47.5495,-122.174,2230,8824,2015,2
921500.0,4.0,2.5,3670.0,315374.0,2.0,No,No,4,9,3670,0,1994,0,98077,47.7421,-122.026,2840,87991,2014,12
890000.0,4.0,1.0,2550.0,4000.0,2.0,No,No,3,8,2370,180,1905,0,98109,47.6354,-122.353,2200,4000,2014,6
258000.0,5.0,2.0,2260.0,12500.0,1.0,No,No,4,8,1130,1130,1960,0,98032,47.3887,-122.286,1360,18000,2014,10
511000.0,3.0,1.0,1430.0,3455.0,1.0,No,No,3,7,980,450,1947,0,98103,47.6873,-122.336,1450,4599,2014,11
532170.0,3.0,2.0,1360.0,3090.0,2.0,No,No,3,8,1360,0,1990,0,98103,47.6838,-122.353,1500,3090,2014,8
560000.0,3.0,1.0,1110.0,5000.0,1.5,No,No,3,7,1110,0,1947,0,98107,47.655,-122.359,1420,5000,2015,4
282950.0,3.0,1.0,1250.0,8200.0,1.0,No,No,4,7,1250,0,1954,0,98003,47.3255,-122.304,1680,8633,2015,3
2250000.0,4.0,3.25,5180.0,19850.0,2.0,No,,3,12,3540,1640,2006,0,98006,47.562,-122.162,3160,9750,2015,4
350000.0,1.0,1.0,700.0,5100.0,1.0,No,No,3,7,700,0,1942,0,98115,47.679,-122.3,1010,5100,2014,5
215000.0,3.0,1.0,1180.0,7669.0,1.0,No,No,4,7,1180,0,1967,0,98058,47.4479,-122.176,1190,7669,2014,7
650000.0,5.0,3.5,3960.0,25245.0,2.0,No,No,3,9,2500,1460,1996,0,98056,47.525,-122.172,2640,13675,2014,11
320000.0,4.0,2.75,2640.0,7500.0,1.0,No,No,3,8,1620,1020,1967,0,98023,47.3135,-122.369,1980,7875,2014,8
247000.0,3.0,2.0,1270.0,7620.0,1.5,No,No,3,7,1270,0,1916,2013,98022,47.2086,-121.996,1160,7198,2014,11
320000.0,4.0,1.75,1760.0,11180.0,1.0,No,No,4,8,1760,0,1968,0,98059,47.4715,-122.118,1730,11180,2014,10
255000.0,5.0,2.25,2060.0,8632.0,1.0,No,No,3,7,1030,1030,1962,0,98146,47.4877,-122.335,1010,11680,2014,5
438000.0,3.0,1.75,1780.0,7620.0,1.0,No,No,3,7,1780,0,1962,0,98034,47.7171,-122.193,1200,9660,2015,3
900000.0,3.0,2.5,3400.0,16603.0,2.0,No,No,3,10,3400,0,2000,0,98075,47.6012,-122.023,3400,12601,2015,3
441000.0,3.0,2.75,1910.0,7280.0,1.0,No,No,3,7,1160,750,1979,0,98034,47.7319,-122.224,1710,8152,2014,6
420000.0,3.0,2.0,2020.0,7620.0,1.0,No,No,4,7,1010,1010,1975,0,98027,47.4582,-122.023,2110,36590,2014,8
370000.0,3.0,1.75,1580.0,7000.0,1.0,No,No,3,7,1180,400,1976,0,98034,47.7209,-122.168,1640,7500,2014,12
269950.0,2.0,1.75,1340.0,7250.0,1.0,No,No,5,5,700,640,1949,0,98198,47.408,-122.327,1830,9750,2015,2
807100.0,4.0,2.25,2680.0,4499.0,2.0,No,No,3,9,2680,0,1999,0,98006,47.565,-122.125,2920,4500,2015,3
653000.0,3.0,2.5,2680.0,9750.0,1.0,No,No,4,8,1610,1070,1979,0,98034,47.7028,-122.231,2480,8750,2014,6
284000.0,3.0,1.75,1560.0,21000.0,1.0,No,No,3,7,1560,0,1954,0,98166,47.4776,-122.337,1070,7920,2015,3
272000.0,3.0,1.75,2160.0,7140.0,1.0,No,No,4,7,1670,490,1978,0,98023,47.3026,-122.374,1930,7350,2015,1
313000.0,3.0,1.5,1340.0,7912.0,1.5,No,No,3,7,1340,0,1955,0,98133,47.7658,-122.339,1480,7940,2014,5
917500.0,4.0,2.5,3880.0,35003.0,2.0,No,No,3,10,2570,1310,1984,0,98033,47.6477,-122.182,3740,35230,2015,1
673000.0,4.0,2.25,2590.0,8190.0,2.0,No,No,4,8,2590,0,1980,0,98006,47.5619,-122.125,2260,8335,2014,9
425000.0,3.0,2.25,1120.0,1100.0,2.0,No,No,3,8,820,300,2008,0,98122,47.6106,-122.31,1590,1795,2015,2
399950.0,5.0,2.75,1970.0,5400.0,1.0,No,No,3,7,1320,650,1986,0,98144,47.5868,-122.308,1280,2150,2014,7
385000.0,3.0,1.0,1220.0,4800.0,1.0,No,No,3,6,1220,0,1901,0,98122,47.6101,-122.307,1200,4800,2014,5
269950.0,3.0,1.5,1950.0,7560.0,1.0,No,,4,7,1320,630,1975,0,98022,47.1976,-121.999,1950,8941,2014,11
330000.0,2.0,1.0,1350.0,8220.0,1.0,No,No,3,7,1060,290,1949,0,98177,47.7224,-122.358,1540,8280,2015,1
260000.0,3.0,2.5,1670.0,5797.0,2.0,No,No,3,7,1670,0,1988,0,98030,47.3505,-122.179,1670,6183,2014,7
470000.0,4.0,3.0,2380.0,5125.0,1.5,No,No,4,7,1680,700,1925,0,98126,47.5384,-122.376,1410,5375,2015,4
589000.0,4.0,3.0,2440.0,9600.0,2.0,No,No,5,7,2440,0,1961,0,98034,47.7044,-122.2,2290,9600,2014,6
163500.0,2.0,1.5,1920.0,3419.0,2.0,No,No,3,7,1050,0,1996,0,98038,47.3848,-122.039,1050,3417,2014,7
835000.0,4.0,2.75,3130.0,13412.0,2.0,No,No,3,9,2140,990,1993,0,98052,47.6993,-122.102,2260,9984,2014,9
1095000.0,5.0,3.0,4090.0,12850.0,1.0,No,,4,10,2090,2000,1986,0,98033,47.6627,-122.188,2540,10270,2014,11
269000.0,4.0,2.25,1490.0,10000.0,1.0,No,No,4,8,1100,390,1969,0,98023,47.3099,-122.379,2190,8910,2015,4
560000.0,3.0,2.5,1900.0,8744.0,2.0,No,No,3,8,1900,0,1987,0,98074,47.62,-122.043,2030,8744,2014,5
615000.0,4.0,1.0,1330.0,2400.0,1.5,No,No,4,6,1330,0,1901,0,98103,47.65,-122.34,1330,4400,2015,4
585188.0,3.0,2.25,2230.0,10026.0,1.0,No,No,3,8,1430,800,1975,0,98052,47.6647,-122.153,2230,9340,2014,12
305000.0,3.0,1.75,1650.0,9480.0,1.0,No,No,3,7,1220,430,1977,0,98034,47.726000000000006,-122.191,1540,8400,2014,8
166950.0,3.0,1.0,1190.0,8820.0,1.0,No,No,3,6,1190,0,1959,0,98058,47.4616,-122.184,1230,7980,2014,11
799000.0,3.0,2.5,2140.0,9897.0,1.0,No,No,4,8,2140,0,1959,0,98040,47.5505,-122.219,2680,10083,2014,9
400000.0,3.0,2.5,2180.0,7508.0,1.0,No,No,4,7,1420,760,1962,0,98133,47.7606,-122.336,1900,7818,2014,6
230000.0,3.0,1.0,1060.0,10228.0,1.0,No,No,3,7,1060,0,1948,0,98155,47.7481,-122.3,1570,10228,2014,12
256883.0,3.0,2.5,1690.0,5025.0,2.0,No,No,3,8,1690,0,2003,0,98023,47.2779,-122.347,2550,5001,2014,5
465000.0,3.0,2.5,2150.0,4084.0,2.0,No,No,3,8,2150,0,2007,0,98126,47.5488,-122.372,1750,2385,2014,7
440000.0,3.0,2.5,1910.0,66211.0,2.0,No,No,3,7,1910,0,1997,0,98024,47.5385,-121.911,2330,67268,2015,1
210000.0,3.0,1.0,860.0,11725.0,1.0,No,No,4,6,860,0,1943,0,98056,47.5093,-122.184,1300,9514,2015,3
297000.0,3.0,2.5,1940.0,14952.0,2.0,No,No,3,8,1940,0,1994,0,98042,47.3777,-122.165,2030,10450,2014,11
470000.0,3.0,1.0,1010.0,5000.0,1.0,No,No,3,7,1010,0,1952,0,98107,47.675,-122.394,1680,5000,2014,7
226500.0,3.0,1.5,1300.0,7370.0,1.0,No,No,4,7,900,400,1976,0,98023,47.3025,-122.37,1430,7500,2014,8
274250.0,3.0,1.0,910.0,8450.0,1.0,No,No,4,6,910,0,1962,0,98059,47.4787,-122.158,1400,8040,2015,3
840000.0,4.0,1.75,2480.0,11010.0,1.0,No,No,4,9,1630,850,1966,0,98040,47.5378,-122.219,2770,10744,2014,8
677900.0,3.0,2.5,2440.0,4587.0,2.0,No,No,3,8,2440,0,2010,0,98052,47.7073,-122.114,2750,4587,2014,9
425000.0,3.0,1.0,1010.0,5864.0,1.0,No,No,3,7,1010,0,1915,0,98116,47.5733,-122.381,1290,5000,2015,2
180250.0,2.0,0.75,900.0,9600.0,1.0,No,No,3,6,900,0,1941,0,98166,47.4604,-122.339,1250,14280,2014,11
464000.0,6.0,3.0,2300.0,3404.0,2.0,No,No,3,7,1600,700,1920,1994,98133,47.7067,-122.343,1560,1312,2014,7
320000.0,4.0,2.25,1550.0,7579.0,2.0,No,No,3,8,1550,0,1993,0,98038,47.354,-122.047,1630,6397,2015,4
625504.0,3.0,2.25,1270.0,1566.0,2.0,No,No,3,8,1060,210,2014,0,98105,47.6647,-122.284,1160,1327,2014,7
592500.0,4.0,2.5,2240.0,7620.0,1.0,No,No,3,9,2240,0,1983,0,98074,47.6143,-122.017,2520,12368,2014,5
